IdUtilizador,Nome,Email,Password,DataNascimento,DataCriacao,Geolocalizacao
4203,Kwan On Na,konna@hotmail.com,SEwYFNfPJy,16/11/1998,19/11/2023,48, 	 180
4204,Lam Wing Fat,lamwf49@gmail.com,kqUDfAyy4N,5/2/1987,18/2/2024,+4.0, -174.3
4205,Choi Wing Sze,choiwingsze@yahoo.com,BPgvqqbqOP,19/1/1995,4/1/2024,-90.000, -90.041
4206,Lee Price,leepric@hotmail.com,qvRV09cjSe,31/3/1977,13/3/2024,-90,-121.763
4207,Miura Yuna,miurayuna@gmail.com,qXyM2dbx0h,17/9/1995,21/6/2024,84.116,		 180
4208,Hashimoto Daichi,daiha@gmail.com,tBihcuMW3x,6/7/1989,22/5/2023,90.0000,1
4209,Iwasaki Ayato,ayato3@yahoo.com,id3qonCAOG,24/9/1970,5/5/2022,+3,	 	95.0
4210,Xiang Zhiyuan,xiangzhiyu00@sapo.pt,OZZmwT83pR,10/8/1997,13/12/2022,+90, 		180
4211,Abe Daisuke,abed@yahoo.com,92pv0IRVXs,16/11/1980,24/3/2025,+90.0,	 	2.657
4212,Wu Ziyi,ziyiwu@gmail.com,lYmB1vTtFF,19/8/1987,21/11/2022,5,  180
4213,Ichikawa Daisuke,daisukeichikawa@outlook.com,32t5yWANVs,10/3/1983,30/4/2023,90.0,		-180.0
4214,Takada Mitsuki,takadmitsuki@outlook.com,HnfGSwPc6v,27/4/1985,24/9/2024,-9,-180.000
4215,Yan Jialun,yaj221@outlook.com,coBgHqpKs6,18/1/2004,24/3/2022,90.0,-18
4216,Tong Tsz Ching,tongtc@gmail.com,gQTNYsSLWD,16/11/2005,9/2/2023,5,  +180
4217,Che Tsz Ching,ctc4@hotmail.com,LEIePwtoeX,28/4/1996,28/7/2022,7,+30.0726
4218,Takeuchi Rin,rtake@outlook.com,urfGAg79UB,25/12/1995,17/5/2023,+28,+180
4219,Yu Anqi,anqy@icloud.com,cJS5C5MLfg,8/6/2001,7/12/2022,90, 		+9.41
4220,So Wing Sze,sows@gmail.com,fRlBKeCa4n,23/5/2005,9/2/2024,90,  180
4221,Laura Turner,lauraturner@icloud.com,AwIfJ9oarO,29/12/1977,19/9/2022,90.0,180
4222,Kong Yuning,yuningkong330@hotmail.com,tCvdOUZ5TO,3/3/1987,19/7/2024,90.00,-138.780
4223,Han Lu,luhan@yahoo.com,qbQa5jlyzY,7/7/2002,22/6/2024,+18.628,180.0000
4224,Hasegawa Yuto,yuhasegawa@gmail.com,83YkL15JUG,7/11/1980,27/7/2025,-90,-101
4225,Nakamori Tsubasa,tsubasanakamori@icloud.com,miSb2sYtDr,17/7/1993,17/9/2022,90.0,	+180.00
4226,Kwong Wing Sze,kwonwingsze01@hotmail.com,kXMMnGH3N7,2/12/1982,23/7/2022,90.000,		+180
4227,Shimada Seiko,shseiko227@outlook.com,SjeZk6wGas,31/1/1979,24/3/2024,6, 	-110.010
4228,Yuen Wai Yee,ywy@gmail.com,PHABpXYvj0,19/4/1982,7/10/2025,3.8,  +180
4229,Fan Anqi,fananq@gmail.com,4KjZP8h8ca,17/4/1973,16/10/2023,90.000,-169.209
4230,Herbert Bell,bellh@icloud.com,WydeziBLKH,9/11/1973,9/6/2024,90,  -109
4231,Long Xiaoming,loxiaom926@gmail.com,OcwPR3VI17,17/8/1976,14/1/2022,+90,	180.0000
4232,Wong Chi Ming,chimingwon@icloud.com,k6BMCnSng4,15/1/1983,1/3/2023,2.7891,  -4
4233,Ding Rui,ruiding@gmail.com,fpSxUjA5I6,20/6/1982,13/3/2024,+70,		 180.00
4234,Sara Watson,sara98@sapo.pt,yzRRUDVBVS,29/10/2005,17/10/2024,+1.22,-15.997
4235,Cheung Ting Fung,cheungtf525@outlook.com,1bc63kAmni,3/1/1989,21/1/2022,-90,	180.0000
4236,Nakayama Nanami,nakayamananami1012@outlook.com,InTqiZwkj6,10/3/2003,6/1/2023,90,		-180
4237,April Hill,hill3@gmail.com,YtuciTQJhe,17/9/1973,21/7/2024,90.000,		+11.9
4238,Tao Wai Han,taowh1991@gmail.com,RQ4e3Je5iA,15/5/1997,9/8/2023,-53, 	 -68.4014
4239,Su Jialun,sjialun19@yahoo.com,yR4rKvmXEL,17/3/1973,23/12/2023,+1.8702,			+109
4240,Yamashita Yuito,yamashitayuito@outlook.com,cWaUw4fEQa,17/9/1991,13/10/2025,90.000, 	-153
4241,Yam Chun Yu,yach92@gmail.com,VMBgbjL2F3,25/11/1985,26/9/2023,+63,	+180.000
4242,Xiao Xiaoming,xxiao@icloud.com,byal3DsMoZ,3/8/1977,24/9/2022,+16.91,	+177.266
4243,Han Ka Keung,hakk@mail.com,DX7mAHIyfb,28/9/1987,23/5/2024,49,	180
4244,Edith Olson,olsoed@gmail.com,EcIENxEksO,11/12/1993,23/6/2025,66.2,136.862
4245,Kojima Yuna,yukojima@outlook.com,9kYGfRP0AM,12/4/1979,5/8/2025,25,			180
4246,Feng Jiehong,fengjieho@hotmail.com,t84shdmYRB,23/8/1978,10/9/2025,90,  180
4247,Guo Zitao,guzit58@sapo.pt,QLQZtWgp8t,10/3/1998,2/9/2024,+66,		 116.5
4248,Mak Wai Yee,waiyeemak@gmail.com,2zvvSYXHmc,15/2/1999,4/6/2023,2, 1
4249,Yung Yu Ling,yung6@hotmail.com,I5x7MZTcBa,13/7/1984,18/2/2023,+28,	124
4250,Cheng Hui Mei,chhuimei12@yahoo.com,DRLtCuAlou,24/11/2005,13/2/2024,+29,	 154
4251,Lam Kwok Kuen,lamkwokkuen@gmail.com,ykO7L89hcc,5/2/2002,20/1/2025,90.000,		 +4
4252,Denise Simmons,desimm8@icloud.com,bHRRwEyU4M,18/12/1986,27/4/2024,-90.000,	+158.9
4253,Eddie Tucker,te10@yahoo.com,xhZDHU6Eoe,14/10/1992,19/9/2024,90,	-180.00
4254,Cui Lan,culan10@gmail.com,X1l7drLyDp,11/3/1988,13/1/2022,90,			180
4255,Dong Ziyi,zdong@gmail.com,6cCxZhhJA8,9/10/1990,17/5/2022,+90,		180
4256,Abe Momoka,mabe@hotmail.com,O40v9RS4HQ,18/9/1989,14/4/2025,-90.000, 	+8.16
4257,Micheal Kelley,micheal130@outlook.com,lvc0iW0pou,30/9/1990,25/8/2023,-5.2806,133
4258,Ku Yu Ling,kyulin9@gmail.com,K44VT5afhH,28/3/1976,8/11/2022,90,	-173
4259,Han Chiu Wai,cwh519@outlook.com,H8mSqMLJeI,29/1/1992,11/4/2022,+90.0,	114.3
4260,Marcus Wells,wells3@icloud.com,eonDNSAqkI,3/4/1982,22/7/2022,+2,	-5.352
4261,Cheung Hui Mei,cheung2@outlook.com,fCFeoz7Dqa,12/5/1983,30/11/2025,90,-9
4262,Wong Kwok Kuen,wong09@outlook.com,nTakoWcs7m,26/2/1994,18/8/2025,-90,	+180.00
4263,Hashimoto Mio,miohashi@gmail.com,WJxIcscdBP,17/11/1991,31/12/2023,+20,128.3945
4264,Rachel Munoz,rachelmun@gmail.com,oAvl1mCSlX,18/3/1998,12/7/2023,-7,	 	+42.5
4265,Cao Yunxi,yunxi1117@gmail.com,ntSRFU2IdK,1/4/1990,13/8/2022,+7,  -167
4266,Hsuan Kwok Ming,kmhsuan@gmail.com,ulR3giHBny,22/9/1997,27/12/2025,90,			118
4267,Jennifer Webb,webbjennifer@gmail.com,lSmggu7OZU,29/10/1974,3/9/2022,-90,  	12
4268,Shing Ka Ling,shingkl@outlook.com,IRSeOrfMC6,8/12/1994,19/3/2023,90.0000,	-180
4269,Sato Yuito,satoyuito@gmail.com,eww9u2d5H2,25/3/1988,21/7/2023,-90.0, -9
4270,Lu Ziyi,ziyilu@gmail.com,zaY8LoAQNG,20/6/1993,1/9/2023,+5, +5
4271,Tsang Kar Yan,tsangky2@icloud.com,qNAWlcv5oB,24/6/1996,22/9/2025,-38,180.000
4272,Guo Xiaoming,guxiaoming@gmail.com,cTsQ0qhXIF,10/12/1973,22/12/2025,-90,		 -19
4273,Inoue Aoi,inouea@hotmail.com,9yAJOQSPZ2,30/6/1990,21/6/2023,+4,	180
4274,Miyazaki Momoe,momoemiya@icloud.com,U7YO9xcQbr,18/7/1979,8/9/2023,+8,	  180.0000
4275,Yeow Sze Kwan,szekwanyeow1128@gmail.com,NCjTHgI4lf,12/11/1991,9/3/2025,-0,	180.00
4276,Siu Kwok Yin,sikwoky@outlook.com,XyZf8v9KMb,12/4/1977,7/10/2022,+4.98,	+180.0000
4277,Wan Hok Yau,hokyauwan@icloud.com,8QJNqUh30j,13/9/2005,2/11/2025,+46,180.000
4278,Abe Mai,ama@gmail.com,Detzv6eCS8,16/3/1995,10/11/2022,33,+137.3
4279,Li Ziyi,li321@yahoo.com,OgKKrLU5zm,16/11/1972,8/7/2024,-24.43, 	7
4280,Hao Zhennan,hao5@outlook.com,OMMgIVeOnY,29/12/1979,7/10/2022,+90.00,161.9
4281,Meng Zhennan,zhennan70@gmail.com,SrPusxAajq,12/10/2005,22/6/2023,1,   60.2
4282,Ku Ka Man,kamanku@icloud.com,fDDWYRq7L5,18/9/1971,29/1/2023,-78, 128
4283,Fukuda Kazuma,fkaz306@gmail.com,17ujjbHF24,21/10/1990,14/2/2025,33,   -180
4284,Josephine Walker,walkerjos54@yahoo.com,3sGIXob67A,27/9/1990,18/7/2024,46,  +180.0
4285,Guo Zitao,gzitao@outlook.com,blvfOErNdL,15/8/1975,29/5/2023,-90.00,   -180
4286,Yuen On Na,yuen3@outlook.com,krSpmvAhQy,21/3/1991,25/9/2023,7.247,24
4287,Clara Soto,claras@sapo.pt,MHw9n18aHl,12/12/1980,6/3/2023,90.00,			180.0
4288,Nomura Minato,mno93@gmail.com,WSnaQlCWXI,29/7/1974,10/2/2024,-90.0, -164.037
4289,Huang Yuning,huangyu@sapo.pt,21mUyxmWd8,26/3/1980,14/8/2025,+90.00, 31
4290,Mo Anqi,moanqi68@outlook.com,DZkOPgNAEl,9/1/1976,5/8/2024,-75,	 -180
4291,Ye Zitao,yez@gmail.com,62wLheUyrW,16/6/1999,8/8/2025,-83, +6
4292,Helen Miller,helmiller2013@gmail.com,rohFp6Hs80,22/6/2004,6/9/2022,90,26
4293,Arthur Sanchez,arthursanchez@outlook.com,NHBfOQtIBF,23/2/1985,4/1/2022,-6, 	 127.001
4294,Edward Walker,walkered10@gmail.com,c6ZA0gC25A,12/6/1981,10/5/2022,+90.00, 	+15.8188
4295,Angela Robinson,angrobi1201@icloud.com,1BTwyoVedb,12/10/1989,14/2/2022,+90,5
4296,Sasaki Itsuki,itsuksasak3@outlook.com,HDOwOoW7gQ,8/2/1978,3/9/2024,37,	 180.000
4297,Miyazaki Mitsuki,mitmiyazaki@outlook.com,eS3PfqykEg,1/12/1980,6/3/2023,+1,	+180.000
4298,He Xiuying,xiuying501@hotmail.com,94eUigB0gs,1/4/1991,22/2/2022,+90.00, -180
4299,Ye Ziyi,zye@icloud.com,7SYrCb7DV9,26/2/1995,6/2/2025,90,3.934
4300,Sit Fat,fatsit@icloud.com,rJmOYOQIJF,16/4/1981,30/9/2022,0, 		14
4301,Lillian Ferguson,flill401@hotmail.com,Mh2JRDHFFS,16/10/2005,22/1/2024,90,29
4302,Mok Ka Ming,kamingmok6@gmail.com,nnJsh6S1ds,24/4/1983,25/8/2025,2.0, 180.00
4303,Fong Sze Kwan,fongsk2@hotmail.com,dM5Ufz1egO,6/6/1974,27/9/2025,+40.06,	-180.000
4304,Fukuda Hikaru,fukudahikaru@gmail.com,X0doYJYKc2,18/7/1978,9/7/2023,+90.000,+180
4305,Lok Tak Wah,takwah7@mail.com,zXn9Q2ANcQ,29/8/2000,1/11/2022,-9.41,180.00
4306,Otsuka Yamato,yamatoo@icloud.com,FnBN2a8Tdc,25/8/1981,5/7/2024,-6.95,-180
4307,Rodney Guzman,guzrodney@outlook.com,54ZGAaF9xt,17/7/1997,25/2/2025,90.00,	180.0000
4308,Theodore Castro,cath@outlook.com,jER4UrKhaa,17/2/1993,31/12/2025,90,  180.0000
4309,Matsui Hazuki,matsuihazuki410@outlook.com,cL9gboYgGY,30/6/1970,26/11/2025,-90.00,			180
4310,Takada Itsuki,takada1941@gmail.com,xorCON3Hn5,6/3/1990,15/8/2025,+2.92,-60.3
4311,Joanne Ward,jow@yahoo.com,MrWlh5g7gK,15/6/1995,16/12/2023,90.000,   +180
4312,Ueno Yuna,ueno66@sapo.pt,UQjbfWPBWZ,26/5/1983,1/1/2023,90,	 	-180
4313,Yan Yuning,yanyuning1961@gmail.com,74Z7HMsQak,10/11/2003,13/3/2024,-90,-143
4314,Wu Yuning,wuyunin@outlook.com,yQW4Mv8ZXH,1/8/1980,17/6/2022,+3, 0
4315,Yau Kar Yan,yauky1024@mail.com,fuOkADgpW8,23/12/1979,22/5/2024,90.0, 140.79
4316,Au Hiu Tung,hiutungau12@gmail.com,gzNljNX1Sd,4/11/1981,7/9/2025,39.7,	180.0000
4317,Tong Hui Mei,huimeit828@hotmail.com,QxrLnXSIrb,13/3/1982,25/5/2025,9.82,180.000
4318,Choi Ka Ling,choikl@outlook.com,H74x1k1Geq,29/5/1977,8/8/2025,90.00,		180.000
4319,Heung Ting Fung,heung1020@hotmail.com,9t9L3kXkNZ,8/10/2003,2/6/2025,15,180.000
4320,Nishimura Akina,akina313@gmail.com,t9Ml1W1tGg,3/3/2001,10/2/2023,+70,	-51
4321,Yip Wing Sze,yiwingsze10@icloud.com,faAAIj8Ffl,23/9/1972,29/8/2024,+90.0,	180
4322,Yan Xiaoming,xiaoming3@mail.com,UFac4Kos0l,16/8/1986,31/12/2022,+90, -180
4323,Qin Zhennan,qinzhenn41@hotmail.com,2mexIJJxWO,6/12/1978,25/4/2024,+8,+180.00
4324,Nakano Aoi,nakaoi@gmail.com,1wTCM6luC0,12/4/1978,21/5/2024,90,   +4
4325,Goto Mitsuki,mgoto@sapo.pt,V8w28w7ytt,6/6/1998,20/6/2025,+70.6738,	149.613
4326,Miyamoto Nanami,miyamnanami2@gmail.com,hKLYDC4WTd,1/5/1984,24/9/2023,72,	 +150
4327,Rodney Martin,romartin@hotmail.com,UKL7wYWXyb,21/9/1974,20/4/2022,7,		-180.0
4328,Mok Yun Fat,yfmo@hotmail.com,4EKqaV2h5t,10/2/2002,17/12/2023,+1.622, 	180.0
4329,Mo On Na,onnamo629@gmail.com,6VDFRi8osr,7/1/1988,28/11/2022,+4.08,  	-160.5
4330,Emma Jackson,jackson5@sapo.pt,pnSYpgQ2CW,20/1/1988,12/11/2022,-1.7, 	180
4331,Harada Mio,harmio811@gmail.com,BotaNODxtu,3/9/1989,11/5/2023,+1.95,	 +180
4332,Tao Hui Mei,hmta@gmail.com,JTKEKyZjN8,5/4/1980,18/12/2025,+90.0000,	  123
4333,Yam Kwok Wing,yam1@outlook.com,XTsHXo8k4Q,17/9/1992,30/10/2023,+4,  106
4334,Gregory Morris,gregm@outlook.com,Ea7E7yqzlq,16/2/1978,14/11/2024,80.1,180
4335,Ogawa Misaki,ogawa709@gmail.com,9B2ij5rUiO,21/8/2000,21/2/2025,9.8,   180
4336,Chang Hiu Tung,changhiutung811@outlook.com,MSLrcE3SYN,11/7/1989,9/7/2023,54.92,116.2
4337,Che Chi Ming,checm@hotmail.com,AYq9bEoWY1,30/7/1986,13/8/2023,90.0000,			-180
4338,Mok Wai Man,mwm@outlook.com,cBrBWWbp9X,20/4/1997,22/3/2024,-90,	180
4339,Tang Shihan,tangshih@hotmail.com,wf8O701JVM,23/9/1993,19/6/2022,-70.866, +180.000
4340,Loui Kwok Wing,louikw@gmail.com,NoAAixeEFd,1/2/1971,13/12/2025,4.87,	+152
4341,Che Wing Fat,chewingfat@icloud.com,d7KkR75uwG,23/7/1974,20/11/2024,+90, +148
4342,Takagi Kaito,ktakagi@gmail.com,IZDEMLaGsw,19/4/1975,20/1/2025,-90,180
4343,He Xiuying,hexiuyi1022@gmail.com,fCeOPNurLS,23/4/1985,8/4/2022,-90,  	180
4344,Teresa Morris,morristeresa1202@hotmail.com,8mUfs0U2Xh,20/2/1992,26/2/2024,64,	 	+180
4345,Hao Rui,ruihao@outlook.com,gH6EuGuKwe,1/11/1999,3/1/2022,90.000,  180
4346,Takada Mio,takadamio116@gmail.com,QUk9VSQiNk,23/6/1970,30/4/2023,+90.00,	 9.1
4347,Kondo Yamato,kyamato@outlook.com,qJnhymScEq,5/10/1973,17/9/2023,87,   75.3654
4348,Ma Jialun,jialun420@gmail.com,nGJgDMHY7J,11/10/1972,20/10/2022,+90.000, 	 -180
4349,Sugawara Kenta,sugawara99@icloud.com,GTlv7wfDak,14/11/1984,21/1/2024,-3,		 104.215
4350,Kobayashi Kenta,kenta3@hotmail.com,vHS0Y6niTs,20/10/1989,22/10/2023,+3,180
4351,Jennifer Stone,stonejennifer@outlook.com,3JoRgcfDaV,15/5/1998,24/6/2022,-90.0,	 177
4352,Nakano Momoka,momokanakano@gmail.com,8gRc0c20qA,28/4/1971,1/4/2023,-90.000,-180
4353,Choi Ka Keung,kkchoi6@icloud.com,N2uowWl4Rf,4/8/1976,26/8/2023,+7, 	 115
4354,Nakagawa Minato,minatona@icloud.com,467zWH5BK7,17/10/1978,15/1/2025,27, 		153.450
4355,Saito Mai,saitmai@outlook.com,6hj0grclpi,3/7/1984,10/11/2025,90, 	7.9
4356,Hazel Kelley,kelleyhazel@gmail.com,J8ivxrWGnk,14/4/2002,20/6/2023,+90, 		+180.00
4357,Leung Ka Keung,kaleun77@outlook.com,2VzY5RrJ3u,20/2/1991,22/11/2022,53.754,	  180
4358,Kam Chi Yuen,chiyuenkam414@outlook.com,UW6YUcUrMn,26/10/1984,6/8/2022,+90, 	180
4359,Yip Ching Wan,chingwan9@gmail.com,2BUSPiYx4J,14/12/1973,11/3/2025,-90.0000,	 +180
4360,Taniguchi Misaki,mist@hotmail.com,wcO5WpRRjb,12/11/1983,21/9/2023,-90, 		+120.702
4361,Tsui Sze Kwan,sktsui7@outlook.com,TXFJeKnhp1,19/6/2000,10/4/2025,+90.0,	-180
4362,Miura Yuito,miurayuito@hotmail.com,vd04zEljt1,26/7/1994,25/6/2024,+90,+180.0
4363,Nakamura Daisuke,daisuke1@gmail.com,hYQIPbUTsR,11/1/2002,18/11/2022,+51.33, 180
4364,Guo Yuning,guo501@icloud.com,Mfvm7CFIjE,23/10/1974,28/8/2023,+42.4800,	+180.000
4365,Fujii Hazuki,fujiihazuki9@hotmail.com,lsAYn1wUB8,7/10/2004,12/9/2024,-90,	-180
4366,Li Lu,lul@icloud.com,EgG1MC77SV,22/4/1972,24/3/2024,+3,180.00
4367,Dai Zhennan,zhennand82@hotmail.com,JTHlzKyPWh,6/8/1988,11/10/2025,90,		140.678
4368,Lu Zhiyuan,luzhiyuan806@outlook.com,u67X6xZrC4,25/2/1979,16/3/2023,83,	36
4369,Duan Yuning,yd2@yahoo.com,MojmuuJVPN,21/10/1977,14/5/2025,90, 	-61
4370,Ono Rin,onori@hotmail.com,tHRpG40S2P,17/4/1971,5/5/2022,+90, 79
4371,Kam Chun Yu,chunyukam9@gmail.com,LtnnV4PH84,20/1/1987,15/3/2023,90.00,		 +180
4372,Zeng Anqi,zean@gmail.com,5AhHBxeCp0,22/2/1988,4/11/2025,+90,	8.6947
4373,Tin Ming,tin1228@hotmail.com,dCHLnTRiCT,20/11/1973,27/8/2025,+90, +180
4374,Harada Aoshi,aoshi1966@gmail.com,us6tEbKJBD,26/7/1983,13/11/2022,+8,+107
4375,Valerie Griffin,griffin818@outlook.com,C9mUpzTccb,21/1/1989,20/7/2025,-19.50,102.697
4376,Zhou Jiehong,zhou91@mail.com,PtCMFF2Q0S,22/1/1989,25/4/2024,26,	+180
4377,Ye Jialun,jye51@gmail.com,IbZeoSl2AN,18/3/1980,7/8/2025,+69.58,	 +180
4378,Luis Evans,evansluis3@gmail.com,QAoFhSmPmr,2/7/1989,9/6/2025,-33,	+110
4379,Nishimura Kazuma,kazumanishi6@gmail.com,vp0XXPbZWS,13/4/1993,17/1/2025,-0,			180.000
4380,Danny Ramos,danny7@mail.com,M84mtQhC4J,20/1/1996,26/1/2022,-46,		+29.918
4381,Harada Takuya,haradatakuy@yahoo.com,jNJdExDNzF,10/8/1988,10/6/2024,90,	 -3
4382,Uchida Rena,ur1122@gmail.com,OC5CtDvt0i,31/10/2000,31/1/2025,50.80,	  180
4383,Ying Ling Ling,ying59@gmail.com,20TfxNL7mG,3/2/1993,10/3/2025,-90,+180.000
4384,Tang Jiehong,tangjiehong1@hotmail.com,SRIPaNctMh,26/4/1985,23/5/2024,-90.0000,  0.66
4385,Heung Wing Sze,wingsze2014@gmail.com,RDGoJRiP2b,16/2/1991,7/10/2025,90,-180
4386,Masuda Ren,mren78@mail.com,x4UneIaLwg,12/10/1987,30/1/2022,3,180
4387,Okamoto Yota,okyota@gmail.com,wZKjBhj7Bs,24/6/1990,26/7/2022,90, +129
4388,Murakami Nanami,nanamimura@yahoo.com,csVcG4qBfc,10/5/1984,15/10/2023,+0,+101
4389,So Suk Yee,sosy11@gmail.com,571AZuXU2W,4/1/2003,25/12/2023,90,		 164
4390,Wu Anqi,anqiwu09@yahoo.com,JL0giCYiTd,3/1/1993,1/6/2024,90.00,	 52.5576
4391,Chow Ho Yin,hoyin311@hotmail.com,HDYcpKqLYY,27/8/2004,14/3/2024,-0,   -180
4392,Johnny Weaver,weaverjohnny@hotmail.com,gyE8ekAp01,8/6/1984,24/8/2024,+90,		-105.5240
4393,Che Fu Shing,che10@gmail.com,RppLFjGqOK,17/1/1982,17/4/2023,+90.000,+180.0000
4394,Mike Meyer,mikmeye@sapo.pt,cQYwFfyGF8,17/12/1999,2/5/2025,90,	 +9.8431
4395,Ti Chi Yuen,chiyuen1980@hotmail.com,gh4DPGvvIH,8/1/1978,23/11/2025,-90, 	180.0
4396,Endo Takuya,takuya1995@gmail.com,cinPPunBKg,15/11/2004,10/7/2024,26, 	-44.924
4397,Tsang Ling Ling,tsanll7@icloud.com,YI9bxln8dr,14/1/1992,10/11/2024,13.2,   180
4398,Wu Zhiyuan,zhiyuanw04@gmail.com,vNQPEVJyYy,1/10/2002,17/1/2023,9,-3.5
4399,Tam Tak Wah,tatakwah@icloud.com,15PCb7IB5S,22/5/1987,21/11/2022,90, 	-83.0151
4400,Sugawara Kaito,kaito9@gmail.com,IcoiE5lOIQ,15/12/1987,21/6/2025,-1.629,	 +133.7041
4401,Lois Powell,loispowe223@hotmail.com,gpruy4FLah,28/3/1973,24/3/2024,+90,-72.3
4402,Du Lu,ldu@gmail.com,AUk0ucjOUQ,9/2/1974,3/10/2023,61,	-1
4403,Tian Zhiyuan,zhitian6@gmail.com,RSVZwfEw14,17/10/1979,27/2/2022,-71,-180
4404,Julie Wagner,juliewagn5@yahoo.com,ezYLcze9Iq,1/4/1985,19/8/2023,+90, 	-180.000
4405,Noguchi Aoshi,aoshino@hotmail.com,bPfB4YHlsZ,18/9/1980,26/2/2024,22,  	-180
4406,Xue Yuning,yuning5@outlook.com,lhuTO55a6O,4/5/2004,7/1/2024,90,	 	109.74
4407,Ishikawa Hazuki,hazukiis708@sapo.pt,SGjslHRoS1,19/1/1976,6/3/2024,-69.1,	 	+180.0000
4408,Shing Wing Fat,wingfatshing1220@gmail.com,Ww3hXL2Y6f,24/1/1997,3/3/2025,-90.000,		180.0000
4409,Victoria Fisher,fisv123@mail.com,kjl5qQ6cN0,6/10/1989,22/5/2024,90.0,	  +54
4410,Sugiyama Ikki,iksugiy2@gmail.com,snda0vSKxn,23/8/1992,29/11/2025,90.0000,	 12
4411,To Wai San,waisanto803@gmail.com,XroSWpT8GO,13/10/1999,14/6/2025,-90,		 +38.22
4412,Xia Ziyi,ziyixia409@icloud.com,0gmfJWbqzK,30/12/1981,19/3/2023,-90.000,	 180.0
4413,Sarah Martinez,msarah1969@gmail.com,1MDKPKPwxK,19/10/1987,1/11/2025,41.34, -180
4414,Howard Gardner,gardner725@gmail.com,1Rjur9agRV,5/3/1994,11/11/2024,90,			177.2
4415,Angela Nichols,nangela@sapo.pt,tyoIUEpwNA,20/4/1986,3/7/2023,-20, 	+16.22
4416,Jiang Lu,lu1@sapo.pt,pVQY49U1k7,16/12/1996,1/9/2022,76.857, 	9
4417,Anna Gibson,agibson@hotmail.com,exHjACOpUB,7/1/1981,18/1/2025,5.0,  108.15
4418,Hsuan Wai Lam,wailamhsu@gmail.com,WyBwESYrGW,12/12/1978,17/2/2024,5,		 +79
4419,He Jiehong,hej@hotmail.com,PGzhMZu2h1,16/2/1989,26/10/2024,+34,		 -6
4420,Carl Garza,carl1124@sapo.pt,vOyWo1Tiyx,13/9/1997,26/6/2023,-90, +180.000
4421,Sasaki Daisuke,sasakid@gmail.com,se4Kt2orCg,4/7/1996,13/6/2025,-90, +180
4422,Nakagawa Nanami,nnanami105@icloud.com,1tKcSaiLZy,3/8/1974,6/12/2023,+90,	-108.00
4423,Kwok Chiu Wai,kwokcw@outlook.com,YsNZDmc6Iy,11/4/1984,24/5/2023,-90.000, 		-180
4424,Qin Zhennan,zhqin@gmail.com,az7VAcGS7l,6/10/1983,5/9/2025,+90.0000, 	 124.4
4425,Zeng Xiuying,xiuz1@gmail.com,QfepuAlMl8,26/5/1994,28/12/2023,0,  110.8484
4426,Jerry Davis,jerry3@icloud.com,nRCA3lQfOV,2/11/1981,20/3/2024,90,+180
4427,Tin Hui Mei,tin113@outlook.com,czcK6SCfqn,31/3/1999,12/7/2022,+19,	 	180.000
4428,Mao Lu,lu7@hotmail.com,IOHVlB9DHa,1/3/2003,4/7/2023,9,  180
4429,Thelma Wright,wright731@gmail.com,cF1z9Hmado,22/1/1982,27/11/2025,86.182,		 +180
4430,Xiong Xiaoming,xix@gmail.com,uBGhaGJt75,25/9/1973,28/4/2024,-3,9.00
4431,Jacob Adams,jacobadams603@hotmail.com,eEiLlfl6nT,25/5/1983,4/1/2024,+50,  +180.0
4432,Yang Ziyi,yangziyi1201@icloud.com,7VcAdDvFCx,20/10/2004,29/1/2022,51,180.00
4433,Jessica Walker,jewalker@gmail.com,O87ODcX2jx,28/3/1976,3/5/2025,-4,  180
4434,Sasaki Mio,sasakim@sapo.pt,teSkbLzcmT,9/5/1976,26/12/2022,8,3.96
4435,Yao Xiaoming,xiaomingy2008@hotmail.com,4gWNZQTk1H,17/5/1970,19/8/2025,86.86, 	 +147
4436,Victoria Hicks,vhicks@hotmail.com,zj4b4d4mbV,18/7/1973,1/10/2024,+56.391, 180
4437,Noguchi Nanami,noguchi13@gmail.com,0HFHlkDtDU,4/5/1993,23/5/2024,-90,  -3
4438,Martha Herrera,marthaherrera@gmail.com,Y8sESdLcDh,20/4/1976,1/2/2022,90.0,		 -180
4439,Li Zhiyuan,zhiyuanli5@outlook.com,hRovRihR3X,5/8/1975,21/6/2022,+6.3414,		 180.000
4440,Xiang Xiaoming,xiaoming9@gmail.com,mhzs50Leu4,5/2/1987,17/7/2024,-90,  	180.000
4441,Miura Hana,hanamiu@hotmail.com,Cip1XPkNVo,11/6/1992,30/3/2023,-7.528, 		16
4442,Tam Ka Ming,kamingta5@hotmail.com,ar6pLWv7Ll,21/6/1980,3/12/2024,-90,  +180.000
4443,Ueda Kasumi,kasuueda@gmail.com,M3u60I0Axy,30/9/2002,5/9/2024,90,	-180
4444,Hou Jiehong,houjie@gmail.com,NLszKDe0Oe,22/2/1973,18/10/2023,+90.0,-154.5427
4445,Albert Palmer,apalmer8@yahoo.com,ILaHzdUy75,11/2/1976,15/6/2024,+90.000,		 +180.00
4446,Xu Yuning,xuyuning@gmail.com,GnI2krYaXL,15/9/1995,6/11/2023,90,-180.00
4447,Marilyn Washington,marilwashi@gmail.com,JNgbiOrU3m,10/1/1970,29/8/2024,-90,  	-180.0000
